806.43847656,701.16491699,429.99957275,-999.29541016,121.20636749,-676.08435059,585.02844238,-631.51702881,-642.67901611,-278.80197144,1039.19958496,90.05065155,-597.27557373,-441.68145752,-75.08573151,711.57702637,-130.34263611,-310.61413574,571.33813477,-229.55192566,462.76501465,-54.71364212,-37.04736328,-54.59769440,-316.10671997,813.54431152,352.66760254,84.46432495,1069.15698242,106.76264954,1345.49133301,-967.82934570,371.54806519,469.12033081,192.13073730,784.58813477,187.21392822,-363.51953125,-26.16101646,-221.38310242,-112.75164795,-317.41619873,-492.77154541,-479.06149292,-550.32208252,779.67547607,62.45536804,-362.51809692,3.75646615,101.20001221,300.12185669,979.74420166,410.71453857,947.81115723,-515.10699463,-83.47209930,867.22174072,-69.78340149,-576.61730957,549.55908203,-549.56622314,-254.70466614,-471.97085571,496.50436401,-621.48791504,402.33541870,27.71173286,152.18762207,29.26364708,697.93072510,527.28417969,246.81146240,-0.35431352,388.25848389,1083.82458496,-716.04327393,-1114.61242676,198.96275330,-658.65679932,503.76473999,-331.01037598,606.43542480,-576.39868164,-392.37377930,-333.51354980,-567.94470215,66.37921906,809.40686035,284.33139038,-134.77609253,-527.80133057,799.12957764,71.68042755,525.64550781,-93.44523621,-248.54981995,-522.14154053,-1400.30297852,730.42388916,-522.94781494,673.24041748,-702.79675293,-994.41113281,184.52648926,1299.53027344,172.62155151,-367.77758789,350.11108398,-489.63433838,141.53492737,-707.07208252,249.72496033,-392.86785889,-443.28277588,-1611.51281738,711.25640869,-625.88122559,186.66784668,757.51507568,-1181.80346680,-189.85844421,-725.47082520,503.60247803,-393.22781372,1008.70336914,-178.25645447,125.45016479,445.01873779
1032.78112793,526.13397217,303.90078735,-914.08630371,257.25451660,-736.81854248,668.95971680,-729.98162842,-877.37786865,-460.88497925,1053.85729980,328.90930176,-662.33526611,-557.69335938,-10.26606560,766.08618164,-114.29224396,-317.66146851,682.81524658,-431.80050659,749.65930176,-173.91510010,-203.10865784,80.50305176,-243.16567993,769.78973389,349.35833740,223.56324768,1118.34484863,142.32942200,1325.63867188,-1262.84667969,552.57983398,355.54702759,221.28781128,1065.37145996,87.55819702,-255.59791565,-47.48012161,-7.82326651,-400.51715088,-184.99649048,-364.87121582,-539.15661621,-554.15338135,1027.02807617,147.24540710,-628.00427246,-267.13082886,82.73127747,542.39276123,1139.90307617,347.68386841,1100.13891602,-786.02825928,-379.61767578,1032.84570312,-194.84419250,-742.40234375,423.11685181,-618.44189453,-187.81851196,-639.25866699,662.75268555,-308.66055298,632.47052002,-58.60384750,189.68380737,-18.18874550,910.21795654,734.42614746,367.38647461,63.36759567,356.30734253,989.57232666,-608.80224609,-1137.99121094,65.37161255,-454.76589966,699.81927490,-92.68236542,855.51361084,-471.27169800,-434.76708984,-410.17785645,-586.42657471,-183.71661377,830.12207031,124.27348328,171.16281128,-464.86959839,806.74578857,-227.51303101,587.54339600,-86.74369049,-391.39559937,-528.05700684,-1276.63891602,1026.99475098,-700.30242920,785.27978516,-887.81854248,-923.83898926,-151.35366821,1126.39465332,-57.39196396,-300.13363647,294.34970093,-769.51721191,146.37037659,-950.64825439,357.69680786,-430.21081543,-360.60586548,-1627.98547363,676.28125000,-526.21490479,104.74278259,916.91778564,-1098.93322754,-186.95503235,-719.26770020,384.12445068,-79.51036072,973.24731445,-179.98703003,74.54981995,605.13916016
765.89361572,469.71591187,452.00854492,-688.62750244,140.06033325,-575.20013428,877.93603516,-440.92031860,-606.07250977,-560.80419922,772.12249756,37.51419449,-443.92343140,-875.70770264,380.86587524,799.98651123,-129.40522766,-268.53588867,283.40994263,-467.45181274,528.73181152,-104.78545380,-303.55691528,-291.83670044,-16.30286598,661.59570312,-65.04230499,277.40634155,809.08050537,556.17779541,1064.87805176,-1256.21240234,446.84790039,118.80904388,7.45182514,1058.05212402,380.20465088,-110.19962311,-89.52419281,7.99773836,-120.36518860,-186.69865417,-284.85070801,-279.40585327,-725.79632568,760.22589111,391.83319092,-579.70208740,-299.91427612,9.14311218,384.82052612,832.20916748,80.19704437,857.58843994,-810.62841797,-360.39862061,775.00231934,-450.90701294,-837.91619873,288.28094482,-623.75152588,169.52043152,-467.70904541,677.46893311,-411.69644165,622.51452637,-304.58810425,-11.74503231,50.38648224,631.86437988,468.97207642,41.28206635,-265.85931396,4.50394154,759.05334473,-383.03549194,-1524.06372070,-13.45434093,-643.41412354,541.70855713,-97.95320129,771.57678223,-272.83843994,-782.45300293,-251.05706787,-734.06958008,-123.44239807,434.86843872,-198.52127075,-24.28181267,-64.61882019,871.76397705,-185.77560425,591.59289551,-319.60842896,-577.28198242,-451.33468628,-992.95178223,1048.93249512,-611.98406982,491.25997925,-931.71661377,-565.78356934,26.51939392,1215.31201172,-37.28163528,-5.05427408,446.22894287,-646.90911865,316.83392334,-1004.14953613,582.47424316,-488.27639771,-776.19891357,-1617.02124023,963.40557861,-717.33947754,156.07659912,751.98321533,-875.13635254,-328.60070801,-1328.65051270,594.46478271,-285.67489624,568.23333740,-450.27432251,-213.01916504,570.20727539
972.00128174,589.23864746,309.51495361,-921.47833252,84.13478088,-761.31359863,725.68365479,-537.04907227,-731.28503418,-494.50927734,1014.40264893,229.90841675,-670.83026123,-635.35040283,42.04337692,760.93109131,-133.16561890,-262.26998901,577.69207764,-199.95661926,569.78820801,-130.17034912,-254.62524414,-93.37581635,-193.05751038,783.14923096,224.36030579,161.14410400,1025.84631348,163.40267944,1300.85888672,-1320.89428711,438.38171387,307.77691650,140.01831055,1138.98291016,276.04754639,-189.14256287,-34.22591782,-219.02923584,-190.38755798,-93.55030060,-372.89297485,-418.67721558,-614.77099609,913.21893311,240.82043457,-688.37426758,-105.17094421,33.32120895,504.36398315,1034.01330566,296.46047974,1043.20581055,-737.59619141,-148.35218811,875.99359131,-244.19860840,-788.10260010,413.01846313,-652.59948730,-129.14709473,-574.47729492,705.71466064,-503.47750854,756.01208496,-142.77098083,141.55407715,95.41390991,775.75604248,589.25323486,188.59759521,-118.13668823,291.68746948,997.04791260,-581.79315186,-1156.70971680,38.53941345,-525.07159424,610.94769287,-236.10681152,693.02032471,-447.39855957,-539.60705566,-375.43283081,-539.85388184,5.48467541,737.87823486,136.49256897,22.23566628,-358.67251587,933.38098145,8.30317974,480.18096924,-165.62652588,-472.20996094,-664.79260254,-1415.29980469,1058.06591797,-769.75933838,644.95910645,-875.06158447,-837.22772217,55.56155777,1208.89147949,96.05418396,-249.52354431,415.06564331,-591.60961914,202.89782715,-1001.86779785,403.81039429,-428.43920898,-540.83758545,-1787.21057129,688.05499268,-667.13159180,139.60626221,845.26000977,-1108.62451172,-331.89251709,-936.72784424,480.94451904,-283.12145996,872.44824219,-298.68792725,-36.26713181,612.22058105
586.61517334,294.94982910,580.84527588,-612.95819092,151.48168945,-571.12042236,825.08605957,-320.03506470,-517.07104492,-570.44226074,767.85247803,-128.40005493,-309.44604492,-946.29925537,276.78030396,944.81542969,-247.07524109,-503.31063843,138.35295105,-277.20449829,462.83853149,31.42769814,-470.04409790,-332.11065674,171.75646973,864.46582031,-148.01174927,119.31623077,845.03204346,359.96926880,1087.21752930,-1098.97961426,480.18539429,-30.20437813,-34.84492493,900.09765625,528.03826904,99.47193909,81.71824646,57.12035751,21.40431786,-343.57485962,-319.40405273,-217.77789307,-739.96972656,654.29327393,559.40551758,-358.37109375,-288.62619019,-197.04019165,170.30172729,801.02044678,23.85310364,699.23608398,-651.34356689,-293.09432983,611.60455322,-572.68023682,-826.60339355,231.35029602,-835.64556885,83.07343292,-572.41333008,549.95593262,-553.54418945,419.68197632,-448.30670166,-48.22908020,294.91744995,552.30432129,328.94964600,19.91971207,-421.89489746,-20.54435539,674.85919189,-271.10424805,-1529.86914062,-225.29037476,-795.53234863,443.12167358,-262.18426514,778.41436768,-195.77398682,-898.54229736,-478.17929077,-869.51171875,-124.37913513,416.23385620,-154.90393066,-198.45350647,-181.86987305,734.75250244,-98.42639160,723.05395508,-488.21597290,-729.05389404,-261.33480835,-935.20556641,896.64611816,-488.75765991,472.59335327,-622.72058105,-549.78741455,192.65257263,1340.75793457,-129.44078064,61.48937988,670.35742188,-595.24688721,181.89945984,-1013.26196289,589.08081055,-633.62280273,-934.20501709,-1845.74194336,957.54498291,-902.57360840,328.85983276,795.47247314,-799.62316895,-552.63476562,-1425.61914062,569.43341064,-440.71676636,439.44021606,-640.43359375,-382.03817749,311.05166626
548.19268799,429.07055664,705.78216553,-718.68829346,112.38609314,-446.48480225,762.85339355,-345.26049805,-436.43936157,-386.72412109,834.75231934,-140.95018005,-377.87741089,-742.04559326,261.23706055,830.07177734,-203.81953430,-420.76538086,136.89599609,-287.76837158,273.66806030,143.60119629,-226.29194641,-305.98492432,7.79841280,764.90972900,-15.59750748,139.32400513,831.45928955,418.19433594,1115.07324219,-898.98223877,303.62713623,154.83436584,-70.59298706,677.06237793,494.95892334,-83.05219269,25.68483353,-29.43017387,108.82742310,-440.88403320,-414.53845215,-208.49284363,-784.72430420,537.90826416,384.05905151,-232.33427429,-178.79878235,-133.62884521,120.70107269,737.87292480,116.70222473,674.66522217,-551.07794189,-168.30574036,618.47528076,-381.31289673,-655.85516357,383.23391724,-726.16632080,16.89099121,-369.61270142,456.56069946,-681.76049805,299.85925293,-276.31896973,-88.56775665,177.44654846,494.90490723,277.10772705,19.42431831,-357.28091431,115.17114258,796.71301270,-432.09020996,-1422.90270996,-46.79042435,-840.64984131,312.41265869,-325.16616821,619.73120117,-369.43106079,-724.92382812,-348.05487061,-765.50378418,38.82138062,451.74404907,-36.52260208,-290.97552490,-245.11967468,780.47338867,22.61464119,714.82226562,-325.57501221,-496.28717041,-300.21252441,-1030.38439941,723.51904297,-331.66714478,471.57763672,-588.60522461,-662.88586426,285.10861206,1372.87023926,-26.49705696,-97.64005280,577.41369629,-422.44348145,181.51510620,-762.81292725,500.68658447,-540.41552734,-834.40191650,-1720.28295898,1037.09484863,-845.75128174,422.35430908,619.18701172,-921.05242920,-402.32675171,-1240.48291016,579.25836182,-517.27514648,625.28027344,-492.12973022,-229.49983215,326.34713745
442.67535400,521.29925537,369.06091309,-960.73370361,205.71829224,-729.59515381,803.98809814,-433.01510620,-690.37548828,-187.20640564,983.44171143,-317.97302246,-196.82614136,-667.64782715,140.70964050,947.79730225,-251.48857117,-453.51547241,99.76494598,-188.68777466,594.70941162,-22.91613960,-279.37213135,-55.94788361,86.41959381,990.81951904,181.68116760,-64.60035706,1150.67578125,108.27397156,1402.36206055,-980.20245361,579.34936523,216.10920715,86.91297913,782.67565918,467.91754150,-66.43502045,51.13799286,-51.29523468,-73.82563782,-257.95150757,-691.84039307,-303.68463135,-596.38708496,784.02380371,304.88537598,-219.09103394,-64.61675262,-72.32172394,42.29813385,1033.87487793,91.42969513,580.07238770,-457.05728149,-177.93145752,598.71820068,-292.68527222,-482.47906494,598.28540039,-806.84002686,68.72117615,-710.86010742,256.58856201,-494.29483032,263.71057129,-141.47468567,43.08958435,194.86462402,759.02783203,275.03396606,354.23403931,-384.97149658,247.21330261,977.63323975,-584.36053467,-1414.53100586,47.30022430,-792.89501953,451.23489380,-268.78826904,758.88220215,-500.34994507,-622.56048584,-524.66516113,-825.98608398,-153.36187744,568.14630127,-40.10593414,-294.08319092,-359.35382080,608.06683350,-49.20618439,594.69171143,-569.48754883,-530.73474121,-243.11384583,-968.21343994,705.08398438,-409.96173096,726.43786621,-573.17211914,-699.93402100,205.43536377,1262.18457031,91.36063385,-270.56396484,515.85919189,-632.55432129,-70.49664307,-803.76629639,504.82891846,-449.95886230,-922.47851562,-1748.52124023,702.12451172,-833.52130127,210.40557861,953.62219238,-1086.93701172,-441.39947510,-1034.00036621,296.59420776,-501.53909302,474.14984131,-601.40264893,-143.59156799,212.16238403
1147.65466309,562.82830811,234.08233643,-947.44799805,60.94898224,-823.63604736,634.01715088,-636.35754395,-904.26843262,-547.03692627,1118.03442383,417.13113403,-794.34185791,-569.95367432,-55.64533615,773.50231934,-165.32560730,-180.20024109,752.88195801,-334.34786987,668.53576660,-197.94543457,-244.71337891,26.98336983,-264.43731689,706.53027344,309.08511353,210.10617065,1128.09887695,89.58657074,1376.73327637,-1406.18652344,445.88839722,374.05673218,223.85533142,1208.34973145,155.36015320,-233.84118652,-9.92123699,-178.36042786,-390.62722778,-57.99858093,-320.28137207,-516.23706055,-549.98773193,1084.66882324,185.88673401,-818.04980469,-201.03915405,103.15802002,668.59185791,1175.30334473,386.15011597,1208.47216797,-857.31451416,-255.80453491,1026.49731445,-213.65075684,-850.67657471,413.47396851,-618.84490967,-244.18374634,-588.43737793,795.70495605,-431.76467896,861.68157959,-92.45201111,212.27757263,24.90600014,939.31646729,776.16577148,285.64306641,3.60270619,375.60192871,1045.47607422,-636.88403320,-1125.82580566,21.64963913,-434.02423096,735.42950439,-186.38191223,766.39257812,-499.44421387,-443.08227539,-374.16644287,-438.73541260,-26.22599602,845.94268799,197.53404236,222.43081665,-482.38046265,1020.77703857,-83.40811920,488.56686401,-63.08723831,-434.29742432,-760.76660156,-1476.43469238,1159.46484375,-859.30139160,764.16577148,-961.83892822,-928.73712158,-147.39010620,1212.28027344,9.91380405,-285.87457275,348.57519531,-674.45855713,195.00656128,-1048.61926270,321.53967285,-470.70669556,-405.34277344,-1711.72595215,614.67736816,-582.78961182,81.62519836,859.38867188,-1172.70104980,-250.65917969,-821.68884277,452.37265015,-81.28263092,1020.88043213,-204.44281006,53.34684372,717.29724121
1197.90942383,82.21302795,665.19042969,-392.58956909,201.23359680,-494.30191040,267.63098145,-611.74865723,-478.57006836,-894.75585938,732.85717773,508.24487305,-967.45849609,-822.48132324,-173.58992004,903.66882324,-335.29852295,-261.56317139,572.13751221,55.07006073,-4.50463963,30.00247765,-584.14886475,-114.17304993,-11.03840256,417.13516235,275.33758545,80.03475952,621.45129395,150.67146301,831.57299805,-1201.09558105,-96.45960236,-65.21855927,96.54446411,1047.13659668,322.06634521,153.15332031,391.17413330,-55.97032928,-93.63037109,-254.54498291,181.48091125,-487.76715088,-725.29351807,671.35266113,588.51110840,-647.41247559,-383.44424438,-89.07919312,495.26327515,673.75762939,497.97640991,1082.97265625,-770.49676514,-76.82692719,975.36657715,-518.71301270,-1034.89624023,-103.00189972,-618.55865479,-538.04632568,-28.53144073,1063.20275879,-867.15093994,746.42932129,-537.25616455,155.02093506,557.86840820,459.91094971,596.40148926,-10.03103256,-91.26604462,93.75497437,529.61920166,-137.17262268,-960.89837646,-587.46380615,-661.35931396,522.61102295,-572.52655029,482.32891846,-35.54967117,-709.36987305,-272.55337524,-214.64030457,324.84738159,649.19683838,363.73498535,89.14161682,-422.77600098,1199.12707520,183.12184143,696.06268311,36.57605362,-708.47839355,-669.93920898,-1205.55383301,1068.90637207,-694.34509277,431.01473999,-534.64947510,-818.40075684,-23.54068184,1447.22131348,-291.28521729,-29.06642532,848.82849121,-235.91554260,452.54022217,-1164.75439453,169.08641052,-910.19116211,-318.72433472,-1810.48913574,896.83294678,-857.06585693,491.89541626,294.30627441,-663.85241699,-643.73510742,-538.34777832,564.43493652,-156.00607300,958.82354736,-352.84442139,-357.70764160,475.27203369
775.04412842,124.06565857,392.08453369,-476.74725342,87.36809540,-678.15820312,307.98049927,-427.30984497,-470.29544067,-662.21936035,738.02990723,10.56053543,-577.68377686,-864.74969482,-160.01522827,1083.63378906,-487.50631714,-214.87080383,231.91714478,194.18675232,79.20027924,-70.60500336,-642.73809814,-184.65266418,223.74401855,550.67877197,105.32446289,-212.78790283,773.36804199,-32.97130966,995.08819580,-1025.42724609,44.59942627,-124.01612854,153.88758850,904.48638916,523.73803711,268.41683960,467.80886841,-160.62577820,32.10484314,-158.28947449,-116.73049164,-400.81323242,-515.22088623,629.54101562,656.60400391,-396.69509888,-169.51315308,-48.56650162,151.11825562,725.93646240,328.49395752,728.57202148,-511.86251831,37.96994019,659.34271240,-582.00469971,-853.22271729,77.45599365,-599.98144531,-349.48901367,-201.31179810,717.43017578,-853.02984619,503.75125122,-548.36376953,173.85116577,649.41882324,470.95443726,318.41378784,69.10555267,-370.31842041,38.25153351,571.99438477,-175.60958862,-1244.07775879,-530.14752197,-869.16906738,469.33474731,-647.11273193,433.41802979,-108.82140350,-811.78790283,-321.58886719,-329.07565308,251.35939026,483.63238525,228.27120972,-190.55825806,-443.34790039,984.85406494,252.70715332,577.15118408,-375.54113770,-813.01544189,-510.45596313,-965.15612793,835.02893066,-610.07421875,466.07626343,-346.68270874,-664.22198486,172.94390869,1480.12756348,-99.72227478,-17.97425270,920.15045166,-233.35015869,214.75459290,-1097.02844238,202.53309631,-885.18536377,-751.68151855,-1644.91687012,615.94848633,-1023.35845947,289.23135376,423.45812988,-715.31152344,-782.20001221,-882.50640869,457.62252808,-415.55838013,563.97387695,-644.98223877,-466.36523438,183.55986023
